Name or Synonym,RID,Parent RID
physiologic or metabolic artifact,RID11307,RID11301
patient motion,RID11308,RID11307
arrhythmia artifact,RID11309,RID11307
left bundle branch block,RID11310,RID11309
hyperglycemia artifact,RID11311,RID11307
incorrect patient position,RID11312,RID11301
object artifact,RID11313,RID11296
intervening foreign body,RID11314,RID11313
grid artifact,RID11315,RID11296
procedural artifact,RID11316,RID11296
body substance contamination,RID11317,RID11316
dose extravasation,RID11319,RID11316
activity at injection site,RID11320,RID11319
abnormal uptake kinetics,RID11321,RID11319
image processing artifact,RID11322,RID11296
CT image artifact,RID11323,RID11296
streaking artifact,RID11324,RID11323
ring artifact,RID11325,RID11323
shading artifact,RID11326,RID11323
beam hardening artifact,RID11327,RID11323
scatter artifact,RID11329,RID11296
cone-beam effect artifact,RID11332,RID11323
helical interpolation artifact,RID11333,RID11323
metal artifact,RID11334,RID11323
magnetic resonance image artifact,RID11335,RID11296
zipper artifact,RID11336,RID11335
zipper in readout direction,RID11337,RID11336
stimulated echoartifact,RID11340,RID11337
persistent free induction decay artifact,RID11341,RID11337
zipper in phase encoding direction at zero frequency,RID11343,RID11336
zipper in phase direction at non-zero frequency,RID11347,RID11336
stripe artifact,RID11353,RID11335
star artifact,RID11354,RID11353
synchronous RF noise artifact,RID11355,RID11353
central dot artifact,RID11357,RID11353
central stripe in fast imaging,RID11358,RID11353
data error artifact,RID11359,RID11335
digitization-error artifact,RID11360,RID11359
Saturation of analog to digital converter,RID11367,RID11359
magnetic field perturbation artifact,RID11368,RID11335
static magnetic field inhomogeneity,RID11369,RID11368
ferromagnetic implant magnetic susceptibility effect,RID11370,RID11368
vacuum cleaner artifact,RID11371,RID11370
tissue magnetic susceptibility effect,RID11372,RID11368
microscopic irregularities in magnetic field,RID11373,RID11368
chemical shift artifact,RID11374,RID11368
chemical shift of first kind,RID11375,RID11374
chemical shift of second kind,RID11377,RID11374
loss of signal in tissue voxels,RID11380,RID11377
loss of signal at interface voxels,RID11381,RID11377
artifact related to temporal magnetic field instability,RID11387,RID11335
aliasing artifact,RID11388,RID11335
spectral overlap artifact,RID11392,RID11388
phase wraparound artifact,RID11395,RID11388
out of plane wrap around artifact,RID11397,RID11388
fringe artifact,RID11398,RID11335
suboptimal gradient artifact,RID11403,RID11335
gradient nonlinearity,RID11404,RID11403
gradient power drop-off,RID11405,RID11403
gradient amplifier saturation,RID11406,RID11403
eddy currents,RID11407,RID11403
non-uniform signal intensity artifact,RID11408,RID11335
surface coil sensitivity artifact,RID11409,RID11408
receiver coil-transmitter coil coupling,RID11412,RID11408
conductivity artifact,RID11413,RID11408
standing wave-related effect,RID11414,RID11408
low-pass frequency filter artifact,RID11415,RID11408
misalignment of planes of excitation and refocusing pulses,RID11416,RID11408
non-uniform slice thickness,RID11417,RID11408
non-uniformity in real images,RID11418,RID11408
phase non-uniformity,RID11419,RID11418
phase non-uniformity arising from phase sensitivity of coil,RID11420,RID11419
phase non-uniformity arising from static field inhomogeneity,RID11421,RID11419
incorrect compensation of readout gradient,RID11422,RID11418
motion related artifact,RID11423,RID11296
smearing,RID11424,RID11423
ghost,RID11426,RID11423
macroscopic motion artifact,RID11434,RID11423
microscopic motion artifact,RID11435,RID11423
within-view motion artifact,RID11436,RID11423
between-view motion artifact,RID11437,RID11423
flow-related artifact,RID11438,RID11423
laminar flow artifact,RID11439,RID11438
flow separation with recirculation zones,RID11440,RID11438
turbulent flow artifact,RID11441,RID11438
time of flight artifact,RID11443,RID11438
entry of unsaturated spins into volume,RID11445,RID11443
exit of excited spins from volume,RID11450,RID11443
flow-induced (within-view) phase changes,RID11451,RID11438
intravoxel dephasing,RID11452,RID11451
view-to-view intensity error,RID11455,RID11438
even echo rephrasing,RID11456,RID11438
diastolic pseudogating,RID11457,RID11438
flow-related ghost artifact,RID11458,RID11438
quadrature imbalance artifact,RID11459,RID11458
stimulated echo ghost artifact,RID11460,RID11458
gradient digitization error artifact,RID11461,RID11458
N/2 ghost artifact,RID11462,RID11458
segmented K-space ghost artifact,RID11463,RID11458
parallel imaging artifact,RID11464,RID11335
half field-of-view ghost artifact,RID11465,RID11464
image center noise,RID11466,RID11464
edge or boundary artifact,RID11467,RID11335
bounce point artifact,RID11468,RID11467
motion shear contour artifact,RID11469,RID11467
truncation artifact,RID11470,RID11467
edge blurring artifact,RID11478,RID11467
edge smearing artifact,RID11479,RID11467
edge enhancement artifact,RID11480,RID11467
partial volume averaging,RID11481,RID11296
partial volume averaging between slices,RID11483,RID11481
partial volume averaging within slices,RID11484,RID11481
magic angle artifact,RID11485,RID11335
off-resonance effect,RID11486,RID11335
banding artifact,RID11487,RID11486
accentuation of pulsatile flow artifact,RID11488,RID11486
saturation artifact,RID11489,RID11287
slice cross talk artifact,RID11491,RID11335
fine line artifact,RID11494,RID11335
interventional outcome,RID11495,RID35977
technical success,RID11496,RID11495
anatomic success,RID11497,RID11496
hemodynamic success,RID11498,RID11496
clinical success,RID11499,RID11495
complete clinical success,RID11500,RID11499
partial clinical success,RID11501,RID11499
technique effectiveness,RID11502,RID11495
primary effectiveness,RID11503,RID11502
secondary effectiveness,RID11504,RID11502
patency,RID11506,RID35977
primary patency,RID11507,RID11506
assisted primary patency,RID11508,RID11506
secondary patency,RID11509,RID11506
therapeutic response,RID11510,RID11495
complete imaging response,RID11511,RID11510
residual disease,RID11512,RID11510
partial response,RID11513,RID11510
stable disease,RID11514,RID11510
progressive disease,RID11515,RID29041
same organ disease progression,RID11518,RID29041
different organ disease progression,RID11519,RID29041
local tumor progression,RID11520,RID29041
regression,RID11521,RID11510
side effect,RID11522,RID11495
postembolization syndrome,RID11523,RID11522
morbidity,RID11524,RID11495
complication,RID11525,RID11524
infectious complication,RID11528,RID11525
abscess complication,RID11529,RID11528
sepsis complication,RID11530,RID11528
medication-related complication,RID11531,RID11525
allergic or anaphylactoid reaction,RID11532,RID11531
idiosyncratic reaction,RID11533,RID11531
cardiovascular complication,RID11534,RID11525
myocardial infarction complication,RID11535,RID11534
angina complication,RID11536,RID11534
coronary ischemia complication,RID11537,RID11534
hypotension complication,RID11538,RID11534
vagal reaction complication,RID11539,RID11534
death complication,RID11540,RID11525
death related to procedure,RID11541,RID11540
death unrelated to procedure,RID11542,RID11540
bleeding complication,RID11543,RID11525
hematoma complication,RID11544,RID11543
puncture site complication,RID11545,RID11525
neurologic complication,RID11546,RID11525
lumbar radiculopathy complication,RID11547,RID11546
stroke complication,RID11548,RID11546
pulmonary complication,RID11549,RID11525
pleural effusion complication,RID11550,RID11549
pneumothorax complication,RID11551,RID11549
pulmonary embolism complication,RID11552,RID11549
renal complication,RID11553,RID11525
renal failure complication,RID11554,RID11553
renal infarct complication,RID11555,RID11553
device-related complication,RID11556,RID11525
skin burn complication,RID11557,RID11556
tumor-related complication,RID11558,RID11525
tumor seeding complication,RID11559,RID11558
urinary complication,RID11560,RID11525
urinary fistula complication,RID11561,RID11560
hematuria complication,RID11562,RID11560
unintended perforation of hollow viscus complication,RID11563,RID11525
stricture complication,RID11564,RID11525
response to treatment,RID11565,RID11495
response to vascular treatment,RID11566,RID11565
response to embolization,RID11567,RID11566
absence of flow,RID11568,RID11567
stasis in target vessel,RID11569,RID11567
absence of bleeding,RID11570,RID11567
patent vessel,RID11572,RID11566
satisfactory inflow and outflow,RID11573,RID11566
satisfactory outflow vessel,RID11574,RID11566
absence of thrombus,RID11575,RID11566
satisfactory hemodynamic flow,RID11576,RID11566
response to non-vascular treatment,RID11577,RID11565
satisfactory drainage from catheter,RID11578,RID11577
alleviation of obstruction or dilation of obstructed system on contrast injection,RID11579,RID11577
diagnostic tissue obtained on biopsy,RID11580,RID11577
passage of drainage catheter beyond obstruction,RID11581,RID11577
contrast agent,RID11582,RID35973
iodinated contrast agent,RID11583,RID11582
ionic iodinated contrast agent,RID11585,RID11583
monomeric iodinated contrast agent,RID11586,RID11583
barium contrast agent,RID11587,RID11582
barium sulfate suspension,RID11588,RID11587
gas contrast,RID11589,RID11582
air contrast,RID11590,RID11589
carbon dioxide contrast,RID11591,RID11589
Helium contrast,RID11593,RID11589
Xenon contrast,RID11594,RID11589
water contrast,RID11595,RID11582
oil contrast,RID11596,RID11582
mineral oil contrast,RID11597,RID11596
oil emulsion contrast,RID11598,RID11596
microbubbles contrast,RID11599,RID11582
nonencapsulated microbubbles,RID11600,RID11599
encapsulated microbubbles,RID11601,RID11600
encapsulated air microbubbles,RID11602,RID11601
encapsulated perfluorocarbon microbubbles,RID11603,RID11601
targeted microbubbles,RID11604,RID11600
drug delivery microbubbles,RID11605,RID11600
non-transpulmonary microbubbles,RID11607,RID29013
transpulmonary blood pool microbubbles,RID11608,RID29013
transpulmonary microbubbles with organ specific phase,RID11609,RID29013
paramagnetic agent,RID11610,RID11582
ferric chloride,RID11611,RID11610
ferric ammonium citrate,RID11612,RID11610
gadolinium chelate,RID11613,RID11610
ionic gadolinium chelate,RID11614,RID11613
ionic macrocyclic gadolinium chelate,RID11615,RID11614
gadoterate meglumine,RID11616,RID11615
ionic linear gadolinium chelate,RID11618,RID11614
gadopentetate dimeglumine,RID11619,RID11618
ionic linear gadolinium chelate with protein binding,RID11621,RID11618
gadobenate dimeglumine,RID11622,RID11621
gadoxetic acid disodium salt,RID11624,RID11621
gadofosveset trisodium,RID11626,RID11621
nonionic gadolinium chelate,RID11627,RID11613
nonionic linear gadolinium chelate,RID11628,RID11627
gadodiamide,RID11629,RID11628
gadoversetamide,RID11631,RID11628
nonionic macrocyclic gadolinium chelate,RID11633,RID11613
gadoteridol,RID11634,RID11633
gadobutrol,RID11636,RID11633
superparamagnetic contrast agent,RID11638,RID11582
magnetite albumin microspheres,RID11639,RID11638
oral magnetic particles,RID11640,RID11638
superparamagnetic iron oxide,RID11641,RID11638
ferumoxides,RID11643,RID11641
ferrixan,RID11644,RID11641
ultrasmall superparamagnetic iron oxide,RID11645,RID11638
ferumoxtran-10,RID11647,RID11645
combination of oil emulsion and paramagnetic substance,RID11648,RID11582
emulsion containing corn oil and ferric ammonium citrate,RID11649,RID11648
emulsion containing baby formula with ferrous sulfate,RID11650,RID11648
clay suspension,RID11651,RID11582
attapulgite,RID11652,RID11651
kaolin-pectate,RID11653,RID11651
bentonite,RID11654,RID11651
sucrose polyester,RID11655,RID11582
perfluorochemical,RID11656,RID11582
perfluoroctylbromide,RID11657,RID11656
blood pool contrast agent,RID11661,RID11582
Gadolinium-labeled albumin,RID11662,RID11661
Gadolinium-labeled dextran,RID11663,RID11661
Chromium-labeled red blood cells,RID11664,RID11661
tumor-specific agent,RID11666,RID11582
monoclonal antibody,RID11667,RID11666
metalloporphyrin,RID11669,RID11666
Manganese (III)TPPS4,RID11670,RID11669
nitroxide,RID11672,RID11666
nitroxide stable free radicals,RID11673,RID11672
ferrioxamine,RID11675,RID11666
ferrioxamine methanesulfonate,RID11676,RID11675
hepatobiliary contrast agent,RID11677,RID11582
Manganese chloride,RID11678,RID11677
hepatobiliary chelate,RID11680,RID11677
Fe-EHPG,RID11681,RID11680
Chromium diethyl HIDA meglumine,RID11683,RID11680
B-19036,RID11685,RID11680
Manganese(II)-dipyridoxal diphosphate,RID11686,RID11680
reticuloendothelial contrast agent,RID11688,RID11582
Gadolinium oxide,RID11689,RID11688
liposome,RID11690,RID11688
radiopharmaceutical,RID11692,RID35973
radioisotope,RID11695,RID7479
investigational,RID11697,RID5683
Carbon-14 urea,RID11698,RID11692
Cobalt-57 cyanocobalamin,RID11699,RID11692
Chromium-51 sodium chromate,RID11700,RID11692
Fluorine-18 fluorodeoxyglucose,RID11701,RID11692
Gallium-67,RID11703,RID11695
Indium-111 chloride,RID11704,RID11692
Indium-111 pentetate,RID11705,RID43696
Indium-111 oxyquinoline,RID11707,RID11692
Indium-111 capromab pendetide,RID11708,RID11692
Indium-111 Imciromab pentetate,RID11709,RID11705
Indium-111 pentetreotide,RID11710,RID11692
Indium-111 satumomab pendetide,RID11711,RID11692
I-123 sodium iodide,RID11712,RID11692
I-125 iothalamate,RID11713,RID11692
I-125 human serum albumin,RID11714,RID43555
I-131sodium iodide,RID11716,RID11692
Tositumomab & Iodine I 131 Tositumomab,RID11717,RID11692
I-131 iodomethylnorcholesterol,RID11718,RID11692
I-131 metaiodobenzylguanidine,RID11720,RID45807
P-32 chromic phosphate,RID11722,RID11692
P-32 sodium phosphate,RID11723,RID11692
Rubidium-82,RID11724,RID11695
Samarium-153 Lexidronam,RID11725,RID11692
Strontium-89,RID11727,RID11692
Tc-99m pertechnetate,RID11728,RID11692
Tc-99m apcitide,RID11729,RID11692
Tc-99m arcitumomab,RID11730,RID11692
Tc-99m bicisate,RID11731,RID11692
Tc-99m disofenin,RID11732,RID11692
Tc-99m exametazine,RID11733,RID11692
Tc-99m gluceptate,RID11734,RID11692
Tc-99m human Serum Albumin,RID11735,RID43555
Tc-99m fanolesomab,RID11736,RID11692
Tc-99m macroaggregated albumin,RID11737,RID11692
Tc-99m mebrofenin,RID11738,RID11692
Tc-99m mertiatide,RID11741,RID11692
Tc-99m nofetumomab Merpentan,RID11742,RID11692
Tc-99m oxidronate,RID11743,RID11692
Tc-99m Pyrophosphate,RID11745,RID11692
Tc-99m red blood cells,RID11747,RID11692
Tc-99m sestamibi,RID11749,RID11692
Tc-99m succimer,RID11750,RID11692
Tc-99m sulfur colloid,RID11751,RID11692
Tc-99m tetrofosmin,RID11752,RID11692
Thallium-201,RID11753,RID11695
Y-90 ibitumomab tiuxetan,RID11754,RID11692
